Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
"Gen-Prob E-Greedy (m=300, e=0.6)",14.0,285.5,"1,937",18.5,2.2321,2.0927,2.2355,2.0949,0.0,0.9386,0.9321,0.13942270228894,0.1405428807252553,9.0,0.0,4.5,400,80,300.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=200, e=0.2)",13.75,284.62,"1,809",18.75,2.2503,2.1133,2.2185,2.088,0.0,0.9217,0.907,0.1369260420601881,0.1305146438156703,30.25,1.7500000000000002,6.75,400,80,200.0,0.2,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=1.0)",11.5,284.89,"1,809",18.75,2.2503,2.1133,2.2758,2.1338,0.0,0.9217,0.944,0.1369260420601881,0.1419575436081266,29.5,1.0,8.25,400,80,200.0,1.0,Gen-Prob E-Greedy,-3.25
"Gen-Prob E-Greedy (m=300, e=0.4)",8.25,272.88,"1,953",8.75,2.2134,2.0796,2.2103,2.0778,0.0,0.7845,0.7812,0.1338077342198591,0.1325223107219426,8.25,1.0,1.5,400,90,300.0,0.4,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=200, e=0.0)",7.5,274.3,"2,000",7.5,2.214,2.0751,2.214,2.0751,0.0,0.7923,0.7923,0.1389305695628571,0.1389305695628571,0.0,0.0,0.0,400,90,200.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),7.5,274.3,"2,000",7.5,2.214,2.0751,2.214,2.0751,0.0,0.7923,0.7923,0.1389305695628571,0.1389305695628571,0.0,0.0,0.0,400,90,,,Baseline,0.0
"Gen-Prob E-Greedy (m=300, e=0.8)",7.5,272.72,"1,953",8.75,2.2134,2.0796,2.2238,2.0857,0.0,0.7845,0.7803,0.1338077342198591,0.1381014614882656,8.5,0.75,2.0,400,90,300.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.4)",7.0,274.4,"1,843",8.0,2.2344,2.097,2.233,2.0872,0.0,0.7698,0.7974,0.1373499590046352,0.1458207632854136,26.5,1.25,2.25,400,90,200.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.6)",7.0,272.97,"1,843",8.0,2.2344,2.097,2.223,2.0882,0.0,0.7698,0.7854,0.1373499590046352,0.1347918978039071,26.0,1.5,2.5,400,90,200.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.2)",7.0,275.81,"1,843",8.0,2.2344,2.097,2.2165,2.0767,0.0,0.7698,0.7764,0.1373499590046352,0.1397823868835366,27.0,1.7500000000000002,2.75,400,90,200.0,0.2,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.6)",7.0,273.39,"1,953",8.75,2.2134,2.0796,2.2184,2.0807,0.0,0.7845,0.7813,0.1338077342198591,0.1376873204461572,8.5,0.25,2.0,400,90,300.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.2)",6.75,274.54,"1,953",8.75,2.2134,2.0796,2.2116,2.0771,0.0,0.7845,0.7842,0.1338077342198591,0.134511414647525,7.000000000000001,0.0,2.0,400,90,300.0,0.2,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.1)",6.75,274.13,"1,953",8.75,2.2134,2.0796,2.2143,2.0746,0.0,0.7845,0.7812,0.1338077342198591,0.1397334945680106,8.75,0.25,2.25,400,90,300.0,0.1,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=200, e=0.1)",6.5,273.76,"1,843",8.0,2.2344,2.097,2.2137,2.0766,0.0,0.7698,0.7828,0.1373499590046352,0.1370843038600528,30.25,1.7500000000000002,3.25,400,90,200.0,0.1,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=0.8)",6.5,272.53,"1,843",8.0,2.2344,2.097,2.241,2.1052,0.0,0.7698,0.7939,0.1373499590046352,0.1357919786178199,29.0,1.7500000000000002,3.25,400,90,200.0,0.8,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=300, e=1.0)",6.5,273.9,"1,953",8.75,2.2134,2.0796,2.2261,2.0879,0.0,0.7845,0.7863,0.1338077342198591,0.1382336747677652,8.25,0.5,2.75,400,90,300.0,1.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=1.0)",5.75,274.64,"1,843",8.0,2.2344,2.097,2.2584,2.1192,0.0,0.7698,0.7943,0.1373499590046352,0.1392288632893912,28.25,0.75,3.0,400,90,200.0,1.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=300, e=0.0)",5.0,273.55,"1,843",8.0,2.2344,2.097,2.2875,2.1416,0.0,0.7698,0.806,0.1373499590046352,0.1459176896055436,26.5,0.5,3.5000000000000004,400,90,300.0,0.0,Gen-Prob E-Greedy,-2.5
Pure PARWiS (Baseline),6.0,270.6,"2,000",6.0,2.2095,2.0714,2.2095,2.0714,0.0,0.749,0.749,0.1381112469234766,0.1381112469234766,0.0,0.0,0.0,400,93,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",6.0,270.6,"2,000",6.0,2.2095,2.0714,2.2095,2.0714,0.0,0.749,0.749,0.1381112469234766,0.1381112469234766,0.0,0.0,0.0,400,93,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.2)",5.75,270.0,"1,958",6.75,2.21,2.0761,2.2098,2.0725,0.0,0.7416,0.7412,0.1338913457103179,0.13730217410188,7.5,0.5,1.5,400,93,300.0,0.2,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.4)",5.5,270.31,"1,958",6.75,2.21,2.0761,2.216,2.0741,0.0,0.7416,0.7433,0.1338913457103179,0.1418823625515068,9.0,0.5,1.7500000000000002,400,93,300.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.6)",5.5,269.83,"1,958",6.75,2.21,2.0761,2.2141,2.0756,0.0,0.7416,0.7439,0.1338913457103179,0.1384659273803494,8.0,0.25,1.5,400,93,300.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.8)",5.5,269.99,"1,958",6.75,2.21,2.0761,2.2126,2.077,0.0,0.7416,0.7403,0.1338913457103179,0.1355968043629856,6.75,0.0,1.25,400,93,300.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=1.0)",5.25,270.2,"1,958",6.75,2.21,2.0761,2.2239,2.0863,0.0,0.7416,0.7481,0.1338913457103179,0.1375826330009131,8.75,0.25,1.7500000000000002,400,93,300.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.1)",5.0,269.66,"1,958",6.75,2.21,2.0761,2.2108,2.0729,0.0,0.7416,0.7362,0.1338913457103179,0.1378482903888964,8.25,0.0,1.7500000000000002,400,93,300.0,0.1,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=0.1)",4.75,269.54,"1,846",7.0,2.2262,2.0937,2.1993,2.0697,0.0,0.7283,0.7358,0.1325386172434211,0.129588289196191,28.5,1.5,3.75,400,93,200.0,0.1,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=200, e=0.6)",4.75,270.39,"1,846",7.0,2.2262,2.0937,2.232,2.0871,0.0,0.7283,0.7316,0.1325386172434211,0.1448887190750003,30.0,0.5,2.75,400,93,200.0,0.6,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=200, e=0.2)",4.75,269.79,"1,846",7.0,2.2262,2.0937,2.2077,2.0727,0.0,0.7283,0.7273,0.1325386172434211,0.1349875478081661,28.25,0.5,2.75,400,93,200.0,0.2,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=200, e=1.0)",4.75,270.7,"1,846",7.0,2.2262,2.0937,2.2388,2.1056,0.0,0.7283,0.7514,0.1325386172434211,0.1331993439519472,24.5,0.75,3.0,400,93,200.0,1.0,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=200, e=0.8)",4.75,270.27,"1,846",7.0,2.2262,2.0937,2.2301,2.0979,0.0,0.7283,0.7397,0.1325386172434211,0.1321614377038371,28.000000000000004,0.75,3.0,400,93,200.0,0.8,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=200, e=0.4)",4.5,272.17,"1,846",7.0,2.2262,2.0937,2.2001,2.0756,0.0,0.7283,0.7484,0.1325386172434211,0.1245309979363606,29.25,1.0,3.5000000000000004,400,93,200.0,0.4,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=300, e=0.0)",4.25,268.62,"1,846",7.0,2.2262,2.0937,2.2758,2.1346,0.0,0.7283,0.7481,0.1325386172434211,0.1411785585691345,25.5,0.0,2.75,400,93,300.0,0.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=300, e=0.1)",4.5,270.0,"1,964",3.75,2.2045,2.073,2.2033,2.0696,0.0,0.7209,0.7286,0.1314262037461682,0.1336745928244962,6.75,1.0,0.25,400,95,300.0,0.1,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=200, e=1.0)",4.25,269.4,"1,864",4.0,2.2195,2.0892,2.236,2.1033,0.0,0.7038,0.7299,0.1303079721399767,0.1327333043951384,24.25,1.25,1.0,400,95,200.0,1.0,Gen-Prob E-Greedy,0.25
Pure PARWiS (Baseline),4.0,269.42,"2,000",4.0,2.2039,2.069,2.2039,2.069,0.0,0.7305,0.7305,0.1349115105485872,0.1349115105485872,0.0,0.0,0.0,400,95,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",4.0,269.42,"2,000",4.0,2.2039,2.069,2.2039,2.069,0.0,0.7305,0.7305,0.1349115105485872,0.1349115105485872,0.0,0.0,0.0,400,95,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=1.0)",4.0,269.29,"1,964",3.75,2.2045,2.073,2.2145,2.0795,0.0,0.7209,0.7328,0.1314262037461682,0.1349860162713274,6.5,0.5,0.25,400,95,300.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.2)",3.75,268.84,"1,864",4.0,2.2195,2.0892,2.2133,2.0731,0.0,0.7038,0.7068,0.1303079721399767,0.1402145453246146,28.5,1.0,1.25,400,95,200.0,0.2,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.8)",3.5,267.3,"1,864",4.0,2.2195,2.0892,2.2198,2.0878,0.0,0.7038,0.712,0.1303079721399767,0.1319891778164268,24.5,0.25,0.75,400,95,200.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.8)",3.5,269.29,"1,964",3.75,2.2045,2.073,2.2071,2.0735,0.0,0.7209,0.7285,0.1314262037461682,0.133594290635767,6.25,0.0,0.25,400,95,300.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.6)",3.5,268.54,"1,964",3.75,2.2045,2.073,2.2015,2.0705,0.0,0.7209,0.7243,0.1314262037461682,0.1309847589259143,6.25,0.0,0.25,400,95,300.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.4)",3.5,270.3,"1,864",4.0,2.2195,2.0892,2.2046,2.0743,0.0,0.7038,0.721,0.1303079721399767,0.1303491391585813,25.0,0.5,1.0,400,95,200.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.2)",3.5,268.55,"1,964",3.75,2.2045,2.073,2.2024,2.0691,0.0,0.7209,0.7189,0.1314262037461682,0.1332699294772337,6.5,0.25,0.5,400,95,300.0,0.2,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.0)",3.25,268.74,"1,864",4.0,2.2195,2.0892,2.2631,2.1272,0.0,0.7038,0.7247,0.1303079721399767,0.1359046516769422,22.5,0.5,1.25,400,95,300.0,0.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=200, e=0.1)",3.25,268.33,"1,864",4.0,2.2195,2.0892,2.2089,2.0678,0.0,0.7038,0.7057,0.1303079721399767,0.1411254645087125,28.75,0.5,1.25,400,95,200.0,0.1,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.4)",3.25,270.88,"1,964",3.75,2.2045,2.073,2.2083,2.073,0.0,0.7209,0.7323,0.1314262037461682,0.1353057169326468,7.000000000000001,0.0,0.5,400,95,300.0,0.4,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=200, e=0.6)",3.0,267.68,"1,864",4.0,2.2195,2.0892,2.2239,2.0828,0.0,0.7038,0.7089,0.1303079721399767,0.1410881677404214,26.25,0.25,1.25,400,95,200.0,0.6,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=0.2)",4.25,266.34,"1,864",3.0,2.2226,2.0911,2.2083,2.0725,0.0,0.6757,0.696,0.1314881996799823,0.1358291750787392,26.25,1.7500000000000002,0.5,400,97,200.0,0.2,Gen-Prob E-Greedy,1.25
"Gen-Prob E-Greedy (m=200, e=0.0)",3.0,267.26,"2,000",3.0,2.2035,2.069,2.2035,2.069,0.0,0.7057,0.7057,0.134432703780551,0.134432703780551,0.0,0.0,0.0,400,97,200.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),3.0,267.26,"2,000",3.0,2.2035,2.069,2.2035,2.069,0.0,0.7057,0.7057,0.134432703780551,0.134432703780551,0.0,0.0,0.0,400,97,,,Baseline,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",3.0,267.68,"1,967",2.5,2.2037,2.073,2.2037,2.0691,0.0,0.6973,0.704,0.1307397564244925,0.1345834523536533,6.75,0.75,0.25,400,97,300.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.1)",2.75,266.72,"1,864",3.0,2.2226,2.0911,2.2012,2.0692,0.0,0.6757,0.697,0.1314881996799823,0.1319863949261139,27.0,0.5,0.75,400,97,200.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.8)",2.75,265.19,"1,864",3.0,2.2226,2.0911,2.2099,2.0875,0.0,0.6757,0.69,0.1314881996799823,0.1223598208039127,24.0,0.25,0.5,400,97,200.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.6)",2.75,266.8,"1,864",3.0,2.2226,2.0911,2.211,2.0839,0.0,0.6757,0.69,0.1314881996799823,0.1271227773203116,26.0,0.5,0.75,400,97,200.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.4)",2.75,268.26,"1,967",2.5,2.2037,2.073,2.2066,2.0729,0.0,0.6973,0.7099,0.1307397564244925,0.1337302797418442,6.0,0.25,0.0,400,97,300.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=1.0)",2.5,266.95,"1,967",2.5,2.2037,2.073,2.21,2.0775,0.0,0.6973,0.6984,0.1307397564244925,0.1324464276442292,6.25,0.0,0.0,400,97,300.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.2)",2.5,266.93,"1,967",2.5,2.2037,2.073,2.204,2.0712,0.0,0.6973,0.7008,0.1307397564244925,0.1328206261405133,7.000000000000001,0.25,0.25,400,97,300.0,0.2,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=1.0)",2.5,266.12,"1,864",3.0,2.2226,2.0911,2.237,2.1019,0.0,0.6757,0.6971,0.1314881996799823,0.1351320760391656,24.5,0.25,0.75,400,97,200.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.6)",2.5,267.46,"1,967",2.5,2.2037,2.073,2.2056,2.0727,0.0,0.6973,0.6979,0.1307397564244925,0.1328952135848462,6.0,0.25,0.25,400,97,300.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.4)",2.25,265.98,"1,864",3.0,2.2226,2.0911,2.205,2.0744,0.0,0.6757,0.6866,0.1314881996799823,0.1305296144465546,26.75,0.5,1.25,400,97,200.0,0.4,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.8)",2.25,266.92,"1,967",2.5,2.2037,2.073,2.2113,2.076,0.0,0.6973,0.7059,0.1307397564244925,0.1352880771892448,7.000000000000001,0.25,0.5,400,97,300.0,0.8,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.0)",2.0,264.46,"1,864",3.0,2.2226,2.0911,2.2641,2.1244,0.0,0.6757,0.6917,0.1314881996799823,0.1396366994952624,20.25,0.0,1.0,400,97,300.0,0.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=250, e=0.1)",94.0,479.86,932,93.5,4.5355,3.4562,4.3526,2.7771,0.0,4.3564,4.1906,1.0792751589145468,1.5755054022513837,1.7500000000000002,0.5,0.0,500,10,250.0,0.1,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.6)",94.0,480.08,932,93.5,4.5355,3.4562,4.419,2.9958,0.0,4.3564,4.2573,1.0792751589145468,1.423173276371545,1.5,0.5,0.0,500,10,250.0,0.6,Gen-Prob E-Greedy,0.25
Pure PARWiS (Baseline),93.75,479.44,"2,500",93.75,4.3381,2.7689,4.3381,2.7689,0.0,4.1706,4.1706,1.5691915855020486,1.5691915855020486,0.0,0.0,0.0,500,10,,,Baseline,0.0
"Gen-Prob E-Greedy (m=250, e=0.0)",93.75,479.44,"2,500",93.75,4.3381,2.7689,4.3381,2.7689,0.0,4.1706,4.1706,1.5691915855020486,1.5691915855020486,0.0,0.0,0.0,500,10,250.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=0.2)",93.75,478.61,932,93.5,4.5355,3.4562,4.3213,2.927,0.0,4.3564,4.1516,1.0792751589145468,1.3943169438311722,1.5,0.25,0.0,500,10,250.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=0.4)",93.75,479.22,932,93.5,4.5355,3.4562,4.3259,2.9892,0.0,4.3564,4.1576,1.0792751589145468,1.3366511232839668,1.7500000000000002,0.25,0.0,500,10,250.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=0.8)",93.75,478.86,932,93.5,4.5355,3.4562,4.3907,2.9557,0.0,4.3564,4.2233,1.0792751589145468,1.4350391595188643,1.25,0.25,0.0,500,10,250.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=1.0)",93.75,478.92,932,93.5,4.5355,3.4562,4.351,2.9349,0.0,4.3564,4.1826,1.0792751589145468,1.4160972808228132,1.0,0.25,0.0,500,10,250.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.1)",93.75,478.16,"1,053",93.5,4.468,3.4793,4.3419,2.7749,0.0,4.2982,4.1742,0.9887286607360029,1.5670482394159353,0.5,0.25,0.0,500,10,375.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.2)",93.75,478.2,"1,053",93.5,4.468,3.4793,4.3169,2.9138,0.0,4.2982,4.1496,0.9887286607360029,1.4031245361421845,0.25,0.25,0.0,500,10,375.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.4)",93.75,478.81,"1,053",93.5,4.468,3.4793,4.3292,2.9797,0.0,4.2982,4.1611,0.9887286607360029,1.3495022433374873,0.5,0.25,0.0,500,10,375.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.8)",93.75,478.17,"1,053",93.5,4.468,3.4793,4.3848,2.9414,0.0,4.2982,4.2168,0.9887286607360029,1.4434187161573178,0.75,0.25,0.0,500,10,375.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.6)",93.75,478.38,"1,053",93.5,4.468,3.4793,4.4058,2.9956,0.0,4.2982,4.2382,0.9887286607360029,1.4102763655357973,0.25,0.25,0.0,500,10,375.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=1.0)",93.75,478.6,"1,053",93.5,4.468,3.4793,4.3608,2.9217,0.0,4.2982,4.1931,0.9887286607360029,1.439058256199937,0.25,0.25,0.0,500,10,375.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.0)",93.5,478.31,932,93.5,4.5355,3.4562,4.4543,2.5736,0.0,4.3564,4.2726,1.0792751589145468,1.88072092240484,1.25,0.0,0.0,500,10,375.0,0.0,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=250, e=0.1)",89.25,461.79,"1,134",88.75,3.7416,3.0145,3.5857,2.5879,0.0,3.4373,3.2902,0.7270909627203577,0.9978789982074784,2.25,0.5,0.0,500,20,250.0,0.1,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.6)",89.25,460.79,"1,134",88.75,3.7416,3.0145,3.5849,2.8459,0.0,3.4373,3.2902,0.7270909627203577,0.7389793616914506,1.5,0.5,0.0,500,20,250.0,0.6,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.4)",89.25,460.21,"1,134",88.75,3.7416,3.0145,3.5994,2.8161,0.0,3.4373,3.2994,0.7270909627203577,0.7833166740004165,1.7500000000000002,0.5,0.0,500,20,250.0,0.4,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.8)",89.25,460.38,"1,134",88.75,3.7416,3.0145,3.5797,2.7932,0.0,3.4373,3.2761,0.7270909627203577,0.7865149236091002,2.0,0.5,0.0,500,20,250.0,0.8,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=1.0)",89.25,460.86,"1,134",88.75,3.7416,3.0145,3.532,2.7314,0.0,3.4373,3.2305,0.7270909627203577,0.8005356115793556,1.7500000000000002,0.5,0.0,500,20,250.0,1.0,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.0)",89.0,462.82,"2,500",89.0,3.5771,2.5715,3.5771,2.5715,0.0,3.2756,3.2756,1.0056479682010528,1.0056479682010528,0.0,0.0,0.0,500,20,250.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),89.0,462.82,"2,500",89.0,3.5771,2.5715,3.5771,2.5715,0.0,3.2756,3.2756,1.0056479682010528,1.0056479682010528,0.0,0.0,0.0,500,20,,,Baseline,0.0
"Gen-Prob E-Greedy (m=250, e=0.2)",89.0,461.8,"1,134",88.75,3.7416,3.0145,3.5979,2.7238,0.0,3.4373,3.2965,0.7270909627203577,0.8741154958787996,1.7500000000000002,0.25,0.0,500,20,250.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.0)",89.0,461.89,"1,134",88.75,3.7416,3.0145,3.6975,2.5288,0.0,3.4373,3.3916,0.7270909627203577,1.1687302444192924,1.5,0.25,0.0,500,20,375.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.1)",89.0,461.71,"1,250",89.0,3.7012,2.985,3.583,2.5661,0.0,3.3998,3.2817,0.7162043336261132,1.0169359580385455,0.25,0.0,0.0,500,20,375.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.2)",89.0,461.29,"1,250",89.0,3.7012,2.985,3.5942,2.728,0.0,3.3998,3.2933,0.7162043336261132,0.8662363516146505,0.0,0.0,0.0,500,20,375.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.4)",89.0,462.15,"1,250",89.0,3.7012,2.985,3.5987,2.8135,0.0,3.3998,3.3031,0.7162043336261132,0.7852327125791643,0.25,0.0,0.0,500,20,375.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.6)",89.0,461.55,"1,250",89.0,3.7012,2.985,3.5768,2.833,0.0,3.3998,3.2759,0.7162043336261132,0.7438374709556124,0.25,0.0,0.0,500,20,375.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.8)",89.0,461.71,"1,250",89.0,3.7012,2.985,3.5752,2.8053,0.0,3.3998,3.2736,0.7162043336261132,0.7698593907983029,0.25,0.0,0.0,500,20,375.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=1.0)",89.0,461.06,"1,250",89.0,3.7012,2.985,3.5412,2.7855,0.0,3.3998,3.2392,0.7162043336261132,0.7556358332983084,0.25,0.0,0.0,500,20,375.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=0.4)",78.25,441.79,"1,517",77.0,3.1444,2.6396,3.0305,2.5771,0.0,2.6076,2.5061,0.5047247348566901,0.4533881081623128,4.0,1.25,0.0,500,30,250.0,0.4,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=250, e=0.0)",78.0,440.1,"2,500",78.0,3.0345,2.4413,3.0345,2.4413,0.0,2.5049,2.5049,0.5932183211897524,0.5932183211897524,0.0,0.0,0.0,500,30,250.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),78.0,440.1,"2,500",78.0,3.0345,2.4413,3.0345,2.4413,0.0,2.5049,2.5049,0.5932183211897524,0.5932183211897524,0.0,0.0,0.0,500,30,,,Baseline,0.0
"Gen-Prob E-Greedy (m=250, e=0.2)",78.0,440.6,"1,517",77.0,3.1444,2.6396,3.0235,2.5166,0.0,2.6076,2.4977,0.5047247348566901,0.5068733847194649,3.25,1.0,0.0,500,30,250.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=375, e=0.2)",78.0,441.16,"1,634",77.5,3.1253,2.6157,3.0382,2.527,0.0,2.5932,2.5088,0.5095666399864873,0.5111909174952944,0.75,0.5,0.0,500,30,375.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=250, e=0.6)",77.75,441.12,"1,517",77.0,3.1444,2.6396,3.033,2.6141,0.0,2.6076,2.5016,0.5047247348566901,0.4188456473433346,3.5000000000000004,0.75,0.0,500,30,250.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=250, e=0.1)",77.75,440.13,"1,517",77.0,3.1444,2.6396,3.0279,2.418,0.0,2.6076,2.5004,0.5047247348566901,0.6098686756557177,3.0,0.75,0.0,500,30,250.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=375, e=0.8)",77.75,441.15,"1,634",77.5,3.1253,2.6157,3.0181,2.6075,0.0,2.5932,2.4859,0.5095666399864873,0.4106876771099288,0.5,0.25,0.0,500,30,375.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=375, e=0.0)",77.75,441.84,"1,517",77.0,3.1444,2.6396,3.1576,2.4342,0.0,2.6076,2.623,0.5047247348566901,0.7234293373921625,3.5000000000000004,0.75,0.0,500,30,375.0,0.0,Gen-Prob E-Greedy,-0.25
